Temperature [°C],Mole fraction of liquid,Mole percent of Ag in FCC_A1,Mole percent of Ag in HCP_A3,Molar volume of LIQUID,Mole percent of Ag in LIQUID,Temperature [K],Temp (cels),Solid comp. (at% Ag),Mole frac. Liquid,Liquid comp. (at% Ag),k,V_m liq.,V frac liq,V_m FCC,V frac sol,VmL-VmS,delta V norm by VL
617.299,0.571521484,5.367618793,,1.11923E-05,14.08048937,890.449,617.299,5.391922433,0.567015991,14.14957692,0.381065983,1.11916E-05,0.569297329,1.05144E-05,0.429470011,6.7715E-07,0.06050545
617.199,0.569261522,5.37976689,,1.11919E-05,14.11503115,890.349,617.199,5.404085497,0.564784763,14.1841267,0.380995292,1.11912E-05,0.567075375,1.05143E-05,0.431688249,6.76915E-07,0.060486349
617.099,0.567015991,5.391922433,,1.11916E-05,14.14957692,890.249,617.099,5.416256155,0.56256771,14.21868047,0.380925372,1.11908E-05,0.564867502,1.05142E-05,0.43389248,6.76679E-07,0.060467263
616.999,0.564784763,5.404085497,,1.11912E-05,14.1841267,890.149,616.999,5.428434484,0.560364705,14.25323825,0.380856223,1.11905E-05,0.562673583,1.0514E-05,0.436082828,6.76444E-07,0.060448191
616.899,0.56256771,5.416256155,,1.11908E-05,14.21868047,890.049,616.899,5.440620558,0.558175623,14.28780003,0.380787843,1.11901E-05,0.560493496,1.05139E-05,0.438259417,6.76209E-07,0.060429133
616.799,0.560364705,5.428434484,,1.11905E-05,14.25323825,889.949,616.799,5.452814453,0.556000341,14.32236581,0.380720233,1.11898E-05,0.558327117,1.05138E-05,0.440422368,6.75974E-07,0.060410088
616.699,0.558175623,5.440620558,,1.11901E-05,14.28780003,889.849,616.699,5.465016246,0.553838736,14.35693559,0.380653393,1.11894E-05,0.556174325,1.05137E-05,0.442571804,6.7574E-07,0.060391058
616.599,0.556000341,5.452814453,,1.11898E-05,14.32236581,889.749,616.599,5.477226012,0.551690689,14.39150938,0.380587322,1.1189E-05,0.554035,1.05135E-05,0.444707843,6.75505E-07,0.060372041
616.499,0.553838736,5.465016246,,1.11894E-05,14.35693559,889.649,616.499,5.489443827,0.549556079,14.42608718,0.38052202,1.11887E-05,0.551909024,1.05134E-05,0.446830602,6.75271E-07,0.060353039
616.399,0.551690689,5.477226012,,1.1189E-05,14.39150938,889.549,616.399,5.50166977,0.547434788,14.46066899,0.380457486,1.11883E-05,0.549796279,1.05133E-05,0.448940199,6.75037E-07,0.06033405
616.299,0.549556079,5.489443827,,1.11887E-05,14.42608718,889.449,616.299,5.513903917,0.5453267,14.4952548,0.380393721,1.1188E-05,0.54769665,1.05132E-05,0.45103675,6.74803E-07,0.060315076
616.199,0.547434788,5.50166977,,1.11883E-05,14.46066899,889.349,616.199,5.526146344,0.543231699,14.52984463,0.380330725,1.11876E-05,0.545610022,1.0513E-05,0.453120367,6.74569E-07,0.060296115
616.099,0.5453267,5.513903917,,1.1188E-05,14.4952548,889.249,616.099,5.538397132,0.54114967,14.56443848,0.380268497,1.11872E-05,0.543536282,1.05129E-05,0.455191165,6.74336E-07,0.060277169
615.999,0.543231699,5.526146344,,1.11876E-05,14.52984463,889.149,615.999,5.550656356,0.539080502,14.59903634,0.380207037,1.11869E-05,0.541475317,1.05128E-05,0.457249254,6.74102E-07,0.060258237
615.899,0.54114967,5.538397132,,1.11872E-05,14.56443848,889.049,615.899,5.562924096,0.537024082,14.63363823,0.380146346,1.11865E-05,0.539427016,1.05127E-05,0.459294745,6.73869E-07,0.060239319
615.799,0.539080502,5.550656356,,1.11869E-05,14.59903634,888.949,615.799,5.575200431,0.534980299,14.66824413,0.380086422,1.11862E-05,0.53739127,1.05125E-05,0.461327748,6.73636E-07,0.060220414
615.699,0.537024082,5.562924096,,1.11865E-05,14.63363823,888.849,615.699,5.587485438,0.532949045,14.70285407,0.380027266,1.11858E-05,0.535367971,1.05124E-05,0.46334837,6.73403E-07,0.060201524
615.599,0.534980299,5.575200431,,1.11862E-05,14.66824413,888.749,615.599,5.599779199,0.53093021,14.73746803,0.379968879,1.11855E-05,0.53335701,1.05123E-05,0.465356717,6.7317E-07,0.060182649
615.499,0.532949045,5.587485438,,1.11858E-05,14.70285407,888.649,615.499,5.612081792,0.52892369,14.77208602,0.379911259,1.11851E-05,0.531358283,1.05122E-05,0.467352897,6.72938E-07,0.060163787
615.399,0.53093021,5.599779199,,1.11855E-05,14.73746803,888.549,615.399,5.624393297,0.526929376,14.80670805,0.379854406,1.11847E-05,0.529371683,1.0512E-05,0.469337013,6.72706E-07,0.060144939
615.299,0.52892369,5.612081792,,1.11851E-05,14.77208602,888.449,615.299,5.636713796,0.524947166,14.84133413,0.379798322,1.11844E-05,0.527397107,1.05119E-05,0.471309168,6.72474E-07,0.060126106
615.199,0.526929376,5.624393297,,1.11847E-05,14.80670805,888.349,615.199,5.649043368,0.522976955,14.87596424,0.379743005,1.1184E-05,0.525434453,1.05118E-05,0.473269465,6.72242E-07,0.060107286
615.099,0.524947166,5.636713796,,1.11844E-05,14.84133413,888.249,615.099,5.661382094,0.521018641,14.9105984,0.379688457,1.11837E-05,0.523483618,1.05117E-05,0.475218005,6.7201E-07,0.060088481
614.999,0.522976955,5.649043368,,1.1184E-05,14.87596424,888.149,614.999,5.673730056,0.519072123,14.94523661,0.379634676,1.11833E-05,0.521544503,1.05115E-05,0.477154888,6.71778E-07,0.06006969
614.899,0.521018641,5.661382094,,1.11837E-05,14.9105984,888.049,614.899,5.686087336,0.517137301,14.97987888,0.379581663,1.1183E-05,0.519617007,1.05114E-05,0.479080213,6.71547E-07,0.060050914
614.799,0.519072123,5.673730056,,1.11833E-05,14.94523661,887.949,614.799,5.698454016,0.515214075,15.01452521,0.379529418,1.11826E-05,0.517701033,1.05113E-05,0.480994078,6.71316E-07,0.060032151
614.699,0.517137301,5.686087336,,1.1183E-05,14.97987888,887.849,614.699,5.710830178,0.513302348,15.0491756,0.379477941,1.11823E-05,0.515796483,1.05112E-05,0.48289658,6.71085E-07,0.060013403
614.599,0.515214075,5.698454016,,1.11826E-05,15.01452521,887.749,614.599,5.723215905,0.511402022,15.08383006,0.379427233,1.11819E-05,0.51390326,1.0511E-05,0.484787814,6.70854E-07,0.059994669
614.499,0.513302348,5.710830178,,1.11823E-05,15.0491756,887.649,614.499,5.73561128,0.509513002,15.1184886,0.379377293,1.11815E-05,0.512021271,1.05109E-05,0.486667876,6.70623E-07,0.05997595
614.399,0.511402022,5.723215905,,1.11819E-05,15.08383006,887.549,614.399,5.748016387,0.507635192,15.15315121,0.379328122,1.11812E-05,0.510150419,1.05108E-05,0.488536858,6.70393E-07,0.059957244
614.299,0.509513002,5.73561128,,1.11815E-05,15.1184886,887.449,614.299,5.760431309,0.505768499,15.18781791,0.379279719,1.11808E-05,0.508290612,1.05107E-05,0.490394855,6.70163E-07,0.059938553
614.199,0.507635192,5.748016387,,1.11812E-05,15.15315121,887.349,614.199,5.772856132,0.50391283,15.22248869,0.379232085,1.11805E-05,0.506441759,1.05105E-05,0.492241958,6.69933E-07,0.059919876
614.099,0.505768499,5.760431309,,1.11808E-05,15.18781791,887.249,614.099,5.785290939,0.502068093,15.25716357,0.379185221,1.11801E-05,0.504603766,1.05104E-05,0.494078257,6.69703E-07,0.059901214
613.999,0.50391283,5.772856132,,1.11805E-05,15.22248869,887.149,613.999,5.797735816,0.500234197,15.29184254,0.379139126,1.11798E-05,0.502776545,1.05103E-05,0.495903843,6.69473E-07,0.059882566
613.899,0.502068093,5.785290939,,1.11801E-05,15.25716357,887.049,613.899,5.810190848,0.498411051,15.32652562,0.379093801,1.11794E-05,0.500960006,1.05102E-05,0.497718805,6.69244E-07,0.059863932
613.799,0.500234197,5.797735816,,1.11798E-05,15.29184254,886.949,613.799,5.822656122,0.496598568,15.36121281,0.379049245,1.11791E-05,0.49915406,1.051E-05,0.49952323,6.69014E-07,0.059845313
613.699,0.498411051,5.810190848,,1.11794E-05,15.32652562,886.849,613.699,5.835131723,0.494796658,15.39590412,0.37900546,1.11787E-05,0.49735862,1.05099E-05,0.501317206,6.68785E-07,0.059826708
613.599,0.496598568,5.822656122,,1.11791E-05,15.36121281,886.749,613.599,5.847617737,0.493005234,15.43059954,0.378962446,1.11784E-05,0.495573599,1.05098E-05,0.503100818,6.68556E-07,0.059808117
613.499,0.494796658,5.835131723,,1.11787E-05,15.39590412,886.649,613.499,5.860114253,0.49122421,15.46529909,0.378920202,1.1178E-05,0.493798912,1.05097E-05,0.504874153,6.68327E-07,0.059789541
613.399,0.493005234,5.847617737,,1.11784E-05,15.43059954,886.549,613.399,5.872621358,0.489453502,15.50000278,0.378878729,1.11776E-05,0.492034474,1.05095E-05,0.506637294,6.68099E-07,0.059770979
613.299,0.49122421,5.860114253,,1.1178E-05,15.46529909,886.449,613.299,5.885139139,0.487693023,15.5347106,0.378838029,1.11773E-05,0.490280201,1.05094E-05,0.508390326,6.6787E-07,0.059752432
613.199,0.489453502,5.872621358,,1.11776E-05,15.50000278,886.349,613.199,5.897667685,0.485942691,15.56942256,0.3787981,1.11769E-05,0.488536009,1.05093E-05,0.51013333,6.67642E-07,0.059733899
613.099,0.487693023,5.885139139,,1.11773E-05,15.5347106,886.249,613.099,5.910207084,0.484202422,15.60413868,0.378758944,1.11766E-05,0.486801817,1.05092E-05,0.511866388,6.67414E-07,0.05971538
612.999,0.485942691,5.897667685,,1.11769E-05,15.56942256,886.149,612.999,5.922757427,0.482472136,15.63885895,0.37872056,1.11762E-05,0.485077544,1.0509E-05,0.513589582,6.67186E-07,0.059696876
612.899,0.484202422,5.910207084,,1.11766E-05,15.60413868,886.049,612.899,5.935318801,0.48075175,15.67358339,0.37868295,1.11759E-05,0.483363108,1.05089E-05,0.515302992,6.66958E-07,0.059678387
612.799,0.482472136,5.922757427,,1.11762E-05,15.63885895,885.949,612.799,5.947891299,0.479041184,15.708312,0.378646114,1.11755E-05,0.481658431,1.05088E-05,0.517006696,6.66731E-07,0.059659912
612.699,0.48075175,5.935318801,,1.11759E-05,15.67358339,885.849,612.699,5.960475009,0.47734036,15.74304478,0.378610052,1.11752E-05,0.479963433,1.05087E-05,0.518700774,6.66504E-07,0.059641451
612.599,0.479041184,5.947891299,,1.11755E-05,15.708312,885.749,612.599,5.973070023,0.475649198,15.77778174,0.378574766,1.11748E-05,0.478278036,1.05085E-05,0.520385302,6.66277E-07,0.059623006
612.499,0.47734036,5.960475009,,1.11752E-05,15.74304478,885.649,612.499,5.985676432,0.473967621,15.81252289,0.378540254,1.11745E-05,0.476602163,1.05084E-05,0.522060359,6.6605E-07,0.059604574
612.399,0.475649198,5.973070023,,1.11748E-05,15.77778174,885.549,612.399,5.998294329,0.472295551,15.84726824,0.378506518,1.11741E-05,0.474935738,1.05083E-05,0.52372602,6.65823E-07,0.059586157
612.299,0.473967621,5.985676432,,1.11745E-05,15.81252289,885.449,612.299,6.010923806,0.470632913,15.88201779,0.37847356,1.11738E-05,0.473278685,1.05082E-05,0.52538236,6.65596E-07,0.059567755
612.199,0.472295551,5.998294329,,1.11741E-05,15.84726824,885.349,612.199,6.023564954,0.468979631,15.91677155,0.378441378,1.11734E-05,0.471630928,1.0508E-05,0.527029454,6.6537E-07,0.059549367
612.099,0.470632913,6.010923806,,1.11738E-05,15.88201779,885.249,612.099,6.036217869,0.46733563,15.95152952,0.378409974,1.11731E-05,0.469992395,1.05079E-05,0.528667375,6.65144E-07,0.059530994
611.999,0.468979631,6.023564954,,1.11734E-05,15.91677155,885.149,611.999,6.048882643,0.465700837,15.98629172,0.378379348,1.11727E-05,0.46836301,1.05078E-05,0.530296198,6.64918E-07,0.059512636
611.899,0.46733563,6.036217869,,1.11731E-05,15.95152952,885.049,611.899,6.061559371,0.464075177,16.02105814,0.378349502,1.11724E-05,0.466742703,1.05077E-05,0.531915993,6.64692E-07,0.059494292
611.799,0.465700837,6.048882643,,1.11727E-05,15.98629172,884.949,611.799,6.074248147,0.462458579,16.0558288,0.378320436,1.1172E-05,0.4651314,1.05075E-05,0.533526833,6.64466E-07,0.059475963
611.699,0.464075177,6.061559371,,1.11724E-05,16.02105814,884.849,611.699,6.086949067,0.460850972,16.09060371,0.37829215,1.11717E-05,0.463529031,1.05074E-05,0.535128789,6.64241E-07,0.059457648
611.599,0.462458579,6.074248147,,1.1172E-05,16.0558288,884.749,611.599,6.099662226,0.459252283,16.12538286,0.378264645,1.11713E-05,0.461935525,1.05073E-05,0.536721931,6.64016E-07,0.059439348
611.499,0.460850972,6.086949067,,1.11717E-05,16.09060371,884.649,611.499,6.112387721,0.457662443,16.16016627,0.378237923,1.1171E-05,0.460350812,1.05072E-05,0.538306327,6.63791E-07,0.059421063
611.399,0.459252283,6.099662226,,1.11713E-05,16.12538286,884.549,611.399,6.125125649,0.456081382,16.19495395,0.378211983,1.11706E-05,0.458774824,1.0507E-05,0.539882048,6.63566E-07,0.059402793
611.299,0.457662443,6.112387721,,1.1171E-05,16.16016627,884.449,611.299,6.137876106,0.454509031,16.22974589,0.378186827,1.11703E-05,0.457207491,1.05069E-05,0.54144916,6.63341E-07,0.059384537
611.199,0.456081382,6.125125649,,1.11706E-05,16.19495395,884.349,611.199,6.150639191,0.452945322,16.26454211,0.378162456,1.11699E-05,0.455648747,1.05068E-05,0.543007732,6.63117E-07,0.059366296
611.099,0.454509031,6.137876106,,1.11703E-05,16.22974589,884.249,611.099,6.163415002,0.451390188,16.29934262,0.37813887,1.11696E-05,0.454098523,1.05067E-05,0.544557831,6.62892E-07,0.05934807
610.999,0.452945322,6.150639191,,1.11699E-05,16.26454211,884.149,610.999,6.176203637,0.449843562,16.33414742,0.37811607,1.11692E-05,0.452556754,1.05066E-05,0.546099521,6.62668E-07,0.059329858
610.899,0.451390188,6.163415002,,1.11696E-05,16.29934262,884.049,610.899,6.189005197,0.448305377,16.36895652,0.378094058,1.11689E-05,0.451023374,1.05064E-05,0.547632869,6.62444E-07,0.059311661
610.799,0.449843562,6.176203637,,1.11692E-05,16.33414742,883.949,610.799,6.20181978,0.446775567,16.40376993,0.378072834,1.11685E-05,0.449498318,1.05063E-05,0.54915794,6.6222E-07,0.05929348
610.699,0.448305377,6.189005197,,1.11689E-05,16.36895652,883.849,610.699,6.214647489,0.445254069,16.43858765,0.378052398,1.11682E-05,0.447981521,1.05062E-05,0.550674797,6.61997E-07,0.059275312
610.599,0.446775567,6.20181978,,1.11685E-05,16.40376993,883.749,610.599,6.227488423,0.443740818,16.47340969,0.378032753,1.11678E-05,0.44647292,1.05061E-05,0.552183504,6.61774E-07,0.05925716
610.499,0.445254069,6.214647489,,1.11682E-05,16.43858765,883.649,610.499,6.240342684,0.442235749,16.50823606,0.378013899,1.11675E-05,0.444972451,1.05059E-05,0.553684124,6.6155E-07,0.059239023
610.399,0.443740818,6.227488423,,1.11678E-05,16.47340969,883.549,610.399,6.253210375,0.440738801,16.54306677,0.377995837,1.11671E-05,0.443480053,1.05058E-05,0.55517672,6.61327E-07,0.0592209
610.299,0.442235749,6.240342684,,1.11675E-05,16.50823606,883.449,610.299,6.266091598,0.43924991,16.57790181,0.377978569,1.11668E-05,0.441995662,1.05057E-05,0.556661352,6.61105E-07,0.059202792
610.199,0.440738801,6.253210375,,1.11671E-05,16.54306677,883.349,610.199,6.278986456,0.437769016,16.61274121,0.377962094,1.11664E-05,0.440519217,1.05056E-05,0.558138082,6.60882E-07,0.059184699
610.099,0.43924991,6.266091598,,1.11668E-05,16.57790181,883.249,610.099,6.291895055,0.436296056,16.64758496,0.377946415,1.11661E-05,0.439050658,1.05054E-05,0.55960697,6.6066E-07,0.059166621
609.999,0.437769016,6.278986456,,1.11664E-05,16.61274121,883.149,609.999,6.304817497,0.43483097,16.68243308,0.377931532,1.11657E-05,0.437589925,1.05053E-05,0.561068077,6.60437E-07,0.059148558
609.899,0.436296056,6.291895055,,1.11661E-05,16.64758496,883.049,609.899,6.317753889,0.433373699,16.71728556,0.377917447,1.11654E-05,0.436136959,1.05052E-05,0.562521461,6.60215E-07,0.05913051
609.799,0.43483097,6.304817497,,1.11657E-05,16.68243308,882.949,609.799,6.330704335,0.431924182,16.75214243,0.377904161,1.1165E-05,0.434691699,1.05051E-05,0.563967182,6.59994E-07,0.059112477
609.699,0.433373699,6.317753889,,1.11654E-05,16.71728556,882.849,609.699,6.343668943,0.430482362,16.78700367,0.377891675,1.11647E-05,0.433254087,1.05049E-05,0.565405297,6.59772E-07,0.059094458
609.599,0.431924182,6.330704335,,1.1165E-05,16.75214243,882.749,609.599,6.356647819,0.429048179,16.82186931,0.377879991,1.11644E-05,0.431824067,1.05048E-05,0.566835864,6.5955E-07,0.059076455
609.499,0.430482362,6.343668943,,1.11647E-05,16.78700367,882.649,609.499,6.369641072,0.427621576,16.85673935,0.377869109,1.1164E-05,0.43040158,1.05047E-05,0.56825894,6.59329E-07,0.059058467
609.399,0.429048179,6.356647819,,1.11644E-05,16.82186931,882.549,609.399,6.382648808,0.426202495,16.89161379,0.37785903,1.11637E-05,0.42898657,1.05046E-05,0.569674581,6.59108E-07,0.059040494
609.299,0.427621576,6.369641072,,1.1164E-05,16.85673935,882.449,609.299,6.395671138,0.424790881,16.92649265,0.377849757,1.11633E-05,0.42757898,1.05044E-05,0.571082844,6.58887E-07,0.059022535
609.199,0.426202495,6.382648808,,1.11637E-05,16.89161379,882.349,609.199,6.40870817,0.423386678,16.96137592,0.377841291,1.1163E-05,0.426178755,1.05043E-05,0.572483784,6.58666E-07,0.059004592
609.099,0.424790881,6.395671138,,1.11633E-05,16.92649265,882.249,609.099,6.421760015,0.421989828,16.99626363,0.377833632,1.11626E-05,0.42478584,1.05042E-05,0.573877456,6.58446E-07,0.058986664
608.999,0.423386678,6.40870817,,1.1163E-05,16.96137592,882.149,608.999,6.434826784,0.420600279,17.03115576,0.377826783,1.11623E-05,0.42340018,1.05041E-05,0.575263914,6.58226E-07,0.058968751
608.899,0.421989828,6.421760015,,1.11626E-05,16.99626363,882.049,608.899,6.447908588,0.419217974,17.06605233,0.377820744,1.11619E-05,0.42202172,1.05039E-05,0.576643212,6.58005E-07,0.058950853
608.799,0.420600279,6.434826784,,1.11623E-05,17.03115576,881.949,608.799,6.461005539,0.417842861,17.10095335,0.377815518,1.11616E-05,0.420650409,1.05038E-05,0.578015403,6.57786E-07,0.05893297
608.699,0.419217974,6.447908588,,1.11619E-05,17.06605233,881.849,608.699,6.474117751,0.416474885,17.13585882,0.377811105,1.11612E-05,0.419286191,1.05037E-05,0.57938054,6.57566E-07,0.058915102
608.599,0.417842861,6.461005539,,1.11616E-05,17.10095335,881.749,608.599,6.487245337,0.415113994,17.17076875,0.377807507,1.11609E-05,0.417929015,1.05036E-05,0.580738675,6.57346E-07,0.05889725
608.499,0.416474885,6.474117751,,1.11612E-05,17.13585882,881.649,608.499,6.500388411,0.413760136,17.20568314,0.377804726,1.11606E-05,0.416578829,1.05034E-05,0.582089861,6.57127E-07,0.058879412
608.399,0.415113994,6.487245337,,1.11609E-05,17.17076875,881.549,608.399,6.513547088,0.412413258,17.24060201,0.377802764,1.11602E-05,0.415235581,1.05033E-05,0.583434149,6.56908E-07,0.05886159
608.299,0.413760136,6.500388411,,1.11606E-05,17.20568314,881.449,608.299,6.526721484,0.411073309,17.27552535,0.377801621,1.11599E-05,0.413899219,1.05032E-05,0.584771589,6.56689E-07,0.058843783
608.199,0.412413258,6.513547088,,1.11602E-05,17.24060201,881.349,608.199,6.539911715,0.409740238,17.31045318,0.3778013,1.11595E-05,0.412569695,1.05031E-05,0.586102232,6.5647E-07,0.058825991
608.099,0.411073309,6.526721484,,1.11599E-05,17.27552535,881.249,608.099,6.553117899,0.408413994,17.3453855,0.377801802,1.11592E-05,0.411246956,1.05029E-05,0.587426127,6.56251E-07,0.058808214
607.999,0.409740238,6.539911715,,1.11595E-05,17.31045318,881.149,607.999,6.566340153,0.407094528,17.38032231,0.377803129,1.11588E-05,0.409930954,1.05028E-05,0.588743325,6.56033E-07,0.058790453
607.899,0.408413994,6.553117899,,1.11592E-05,17.3453855,881.049,607.899,6.579578597,0.40578179,17.41526363,0.377805283,1.11585E-05,0.408621638,1.05027E-05,0.590053874,6.55815E-07,0.058772707
607.799,0.407094528,6.566340153,,1.11588E-05,17.38032231,880.949,607.799,6.592833349,0.40447573,17.45020946,0.377808264,1.11581E-05,0.407318962,1.05026E-05,0.591357823,6.55597E-07,0.058754976
607.699,0.40578179,6.579578597,,1.11585E-05,17.41526363,880.849,607.699,6.606104529,0.403176301,17.48515979,0.377812076,1.11578E-05,0.406022876,1.05024E-05,0.592655219,6.55379E-07,0.058737261
607.599,0.40447573,6.592833349,,1.11581E-05,17.45020946,880.749,607.599,6.619392259,0.401883453,17.52011465,0.37781672,1.11575E-05,0.404733332,1.05023E-05,0.593946112,6.55161E-07,0.058719561
607.499,0.403176301,6.606104529,,1.11578E-05,17.48515979,880.649,607.499,6.632696661,0.40059714,17.55507404,0.377822198,1.11571E-05,0.403450283,1.05022E-05,0.595230546,6.54944E-07,0.058701876
607.399,0.401883453,6.619392259,,1.11575E-05,17.52011465,880.549,607.399,6.646017856,0.399317314,17.59003795,0.377828511,1.11568E-05,0.402173682,1.05021E-05,0.59650857,6.54727E-07,0.058684206
607.299,0.40059714,6.632696661,,1.11571E-05,17.55507404,880.449,607.299,6.659355968,0.398043928,17.6250064,0.377835662,1.11564E-05,0.400903482,1.05019E-05,0.59778023,6.5451E-07,0.058666552
607.199,0.399317314,6.646017856,,1.11568E-05,17.59003795,880.349,607.199,6.672711122,0.396776935,17.65997939,0.377843653,1.11561E-05,0.399639637,1.05018E-05,0.599045571,6.54293E-07,0.058648913
607.099,0.398043928,6.659355968,,1.11564E-05,17.6250064,880.249,607.099,6.686083441,0.39551629,17.69495693,0.377852485,1.11558E-05,0.398382103,1.05017E-05,0.60030464,6.54076E-07,0.05863129
606.999,0.396776935,6.672711122,,1.11561E-05,17.65997939,880.149,606.999,6.699473053,0.394261947,17.72993902,0.37786216,1.11554E-05,0.397130832,1.05016E-05,0.60155748,6.5386E-07,0.058613682
606.899,0.39551629,6.686083441,,1.11558E-05,17.69495693,880.049,606.899,6.712880083,0.393013861,17.76492567,0.377872681,1.11551E-05,0.395885781,1.05014E-05,0.602804138,6.53643E-07,0.05859609
606.799,0.394261947,6.699473053,,1.11554E-05,17.72993902,879.949,606.799,6.726304659,0.391771987,17.79991687,0.377884049,1.11547E-05,0.394646905,1.05013E-05,0.604044656,6.53427E-07,0.058578513
606.699,0.393013861,6.712880083,,1.11551E-05,17.76492567,879.849,606.699,6.73974691,0.390536281,17.83491265,0.377896267,1.11544E-05,0.39341416,1.05012E-05,0.605279079,6.53212E-07,0.058560952
606.599,0.391771987,6.726304659,,1.11547E-05,17.79991687,879.749,606.599,6.753206964,0.389306699,17.86991299,0.377909337,1.1154E-05,0.392187502,1.05011E-05,0.606507451,6.52996E-07,0.058543406
606.499,0.390536281,6.73974691,,1.11544E-05,17.83491265,879.649,606.499,6.766684951,0.388083197,17.90491791,0.37792326,1.11537E-05,0.390966889,1.05009E-05,0.607729814,6.5278E-07,0.058525876
606.399,0.389306699,6.753206964,,1.1154E-05,17.86991299,879.549,606.399,6.780181003,0.386865733,17.93992741,0.37793804,1.11534E-05,0.389752276,1.05008E-05,0.60894621,6.52565E-07,0.058508361
606.299,0.388083197,6.766684951,,1.11537E-05,17.90491791,879.449,606.299,6.79369525,0.385654262,17.97494149,0.377953678,1.1153E-05,0.388543623,1.05007E-05,0.610156683,6.5235E-07,0.058490862
606.199,0.386865733,6.780181003,,1.11534E-05,17.93992741,879.349,606.199,6.807227827,0.384448744,18.00996016,0.377970177,1.11527E-05,0.387340886,1.05005E-05,0.611361275,6.52135E-07,0.058473378
606.099,0.385654262,6.79369525,,1.1153E-05,17.97494149,879.249,606.099,6.820778866,0.383249136,18.04498342,0.377987539,1.11523E-05,0.386144024,1.05004E-05,0.612560025,6.5192E-07,0.05845591
605.999,0.384448744,6.807227827,,1.11527E-05,18.00996016,879.149,605.999,6.834348502,0.382055396,18.08001127,0.378005766,1.1152E-05,0.384952995,1.05003E-05,0.613752977,6.51706E-07,0.058438458
605.899,0.383249136,6.820778866,,1.11523E-05,18.04498342,879.049,605.899,6.84793687,0.380867483,18.11504373,0.37802486,1.11517E-05,0.38376776,1.05002E-05,0.61494017,6.51492E-07,0.058421021
605.799,0.382055396,6.834348502,,1.1152E-05,18.08001127,878.949,605.799,6.861544108,0.379685357,18.15008078,0.378044825,1.11513E-05,0.382588276,1.05E-05,0.616121645,6.51278E-07,0.058403601
605.699,0.380867483,6.84793687,,1.11517E-05,18.11504373,878.849,605.699,6.875170351,0.378508977,18.18512244,0.378065662,1.1151E-05,0.381414504,1.04999E-05,0.617297442,6.51064E-07,0.058386195
605.599,0.379685357,6.861544108,,1.11513E-05,18.15008078,878.749,605.599,6.888815739,0.377338302,18.22016871,0.378087374,1.11506E-05,0.380246405,1.04998E-05,0.6184676,6.5085E-07,0.058368806
605.499,0.378508977,6.875170351,,1.1151E-05,18.18512244,878.649,605.499,6.902480411,0.376173293,18.25521959,0.378109963,1.11503E-05,0.379083937,1.04997E-05,0.619632159,6.50637E-07,0.058351432
605.399,0.377338302,6.888815739,,1.11506E-05,18.22016871,878.549,605.399,6.916164507,0.375013911,18.29027509,0.378133433,1.115E-05,0.377927064,1.04995E-05,0.620791159,6.50423E-07,0.058334074
605.299,0.376173293,6.902480411,,1.11503E-05,18.25521959,878.449,605.299,6.929868168,0.373860117,18.3253352,0.378157785,1.11496E-05,0.376775744,1.04994E-05,0.621944637,6.5021E-07,0.058316732
605.199,0.375013911,6.916164507,,1.115E-05,18.29027509,878.349,605.199,6.943591537,0.372711871,18.36039993,0.378183022,1.11493E-05,0.375629941,1.04993E-05,0.623092631,6.49997E-07,0.058299406
605.099,0.373860117,6.929868168,,1.11496E-05,18.3253352,878.249,605.099,6.957334757,0.371569135,18.39546928,0.378209148,1.1149E-05,0.374489616,1.04992E-05,0.624235181,6.49784E-07,0.058282096
604.999,0.372711871,6.943591537,,1.11493E-05,18.36039993,878.149,604.999,6.971097972,0.370431872,18.43054326,0.378236163,1.11486E-05,0.373354731,1.0499E-05,0.625372323,6.49572E-07,0.058264801
604.899,0.371569135,6.957334757,,1.1149E-05,18.39546928,878.049,604.899,6.984881328,0.369300043,18.46562186,0.378264073,1.11483E-05,0.372225248,1.04989E-05,0.626504094,6.4936E-07,0.058247522
604.799,0.370431872,6.971097972,,1.11486E-05,18.43054326,877.949,604.799,6.998684972,0.368173611,18.50070509,0.378292878,1.11479E-05,0.371101131,1.04988E-05,0.627630532,6.49148E-07,0.05823026
604.699,0.369300043,6.984881328,,1.11483E-05,18.46562186,877.849,604.699,7.012509049,0.36705254,18.53579294,0.378322582,1.11476E-05,0.369982343,1.04987E-05,0.628751673,6.48936E-07,0.058213013
604.599,0.368173611,6.998684972,,1.11479E-05,18.50070509,877.749,604.599,7.02635371,0.365936792,18.57088543,0.378353188,1.11473E-05,0.368868847,1.04985E-05,0.629867554,6.48724E-07,0.058195782
604.499,0.36705254,7.012509049,,1.11476E-05,18.53579294,877.649,604.499,7.040219104,0.364826331,18.60598255,0.378384699,1.11469E-05,0.367760608,1.04984E-05,0.630978211,6.48512E-07,0.058178567
604.399,0.365936792,7.02635371,,1.11473E-05,18.57088543,877.549,604.399,7.054105382,0.363721122,18.6410843,0.378417117,1.11466E-05,0.366657588,1.04983E-05,0.632083678,6.48301E-07,0.058161369
604.299,0.364826331,7.040219104,,1.11469E-05,18.60598255,877.449,604.299,7.068012695,0.362621127,18.67619068,0.378450446,1.11463E-05,0.365559754,1.04982E-05,0.633183992,6.4809E-07,0.058144186
