Temperature [°C],Mole fraction of liquid,Mole percent of Ag in FCC_A1,Mole percent of Ag in HCP_A3,Molar volume of LIQUID,Mole percent of Ag in LIQUID,Temperature [K],Temp (cels),Solid comp. (at% Ag),Mole frac. Liquid,Liquid comp. (at% Ag),k,V_m liq.,V frac liq,V_m FCC,V frac sol,VmL-VmS,delta V norm by VL
604.199,0.363721122,7.054105382,,1.11466E-05,18.6410843,877.349,604.199,7.081941197,0.361526312,18.7113017,0.378484689,1.11459E-05,0.364467069,1.0498E-05,0.634279188,6.47879E-07,0.058127019
604.099,0.362621127,7.068012695,,1.11463E-05,18.67619068,877.249,604.099,7.095891042,0.360436642,18.74641735,0.378519848,1.11456E-05,0.363379498,1.04979E-05,0.6353693,6.47668E-07,0.058109869
603.999,0.361526312,7.081941197,,1.11459E-05,18.7113017,877.149,603.999,7.109862385,0.359352081,18.78153764,0.378555927,1.11452E-05,0.362297008,1.04978E-05,0.636454363,6.47458E-07,0.058092734
603.899,0.360436642,7.095891042,,1.11456E-05,18.74641735,877.049,603.899,7.123855382,0.358272596,18.81666256,0.378592928,1.11449E-05,0.361219563,1.04977E-05,0.637534411,6.47248E-07,0.058075616
603.799,0.359352081,7.109862385,,1.11452E-05,18.78153764,876.949,603.799,7.137870192,0.357198152,18.85179212,0.378630856,1.11446E-05,0.36014713,1.04975E-05,0.638609478,6.47038E-07,0.058058514
603.699,0.358272596,7.123855382,,1.11449E-05,18.81666256,876.849,603.699,7.151906973,0.356128714,18.8869263,0.378669714,1.11442E-05,0.359079674,1.04974E-05,0.639679597,6.46828E-07,0.058041428
603.599,0.357198152,7.137870192,,1.11446E-05,18.85179212,876.749,603.599,7.165965885,0.35506425,18.92206513,0.378709503,1.11439E-05,0.358017164,1.04973E-05,0.640744802,6.46618E-07,0.058024359
603.499,0.356128714,7.151906973,,1.11442E-05,18.8869263,876.649,603.499,7.18004709,0.354004727,18.95720858,0.378750229,1.11436E-05,0.356959564,1.04972E-05,0.641805126,6.46409E-07,0.058007305
603.399,0.35506425,7.165965885,,1.11439E-05,18.92206513,876.549,603.399,7.19415075,0.35295011,18.99235666,0.378791894,1.11432E-05,0.355906844,1.0497E-05,0.642860601,6.46199E-07,0.057990268
603.299,0.354004727,7.18004709,,1.11436E-05,18.95720858,876.449,603.299,7.208277028,0.351900367,19.02750938,0.378834501,1.11429E-05,0.354858969,1.04969E-05,0.643911259,6.4599E-07,0.057973248
603.199,0.35295011,7.19415075,,1.11432E-05,18.99235666,876.349,603.199,7.222426091,0.350855466,19.06266672,0.378878055,1.11426E-05,0.353815908,1.04968E-05,0.644957134,6.45781E-07,0.057956243
603.099,0.351900367,7.208277028,,1.11429E-05,19.02750938,876.249,603.099,7.236598104,0.349815374,19.09782869,0.378922558,1.11422E-05,0.352777628,1.04967E-05,0.645998256,6.45573E-07,0.057939255
602.999,0.350855466,7.222426091,,1.11426E-05,19.06266672,876.149,602.999,7.250793236,0.348780059,19.13299528,0.378968015,1.11419E-05,0.351744098,1.04965E-05,0.647034658,6.45364E-07,0.057922284
602.899,0.349815374,7.236598104,,1.11422E-05,19.09782869,876.049,602.899,7.265011654,0.347749491,19.1681665,0.379014428,1.11416E-05,0.350715287,1.04964E-05,0.648066371,6.45156E-07,0.057905328
602.799,0.348780059,7.250793236,,1.11419E-05,19.13299528,875.949,602.799,7.279253529,0.346723636,19.20334233,0.379061801,1.11412E-05,0.349691162,1.04963E-05,0.649093425,6.44948E-07,0.05788839
602.699,0.347749491,7.265011654,,1.11416E-05,19.1681665,875.849,602.699,7.293519034,0.345702465,19.23852278,0.379110138,1.11409E-05,0.348671694,1.04962E-05,0.650115853,6.4474E-07,0.057871468
602.599,0.346723636,7.279253529,,1.11412E-05,19.20334233,875.749,602.599,7.30780834,0.344685946,19.27370785,0.379159443,1.11406E-05,0.347656852,1.0496E-05,0.651133683,6.44532E-07,0.057854562
602.499,0.345702465,7.293519034,,1.11409E-05,19.23852278,875.649,602.499,7.322121623,0.343674049,19.30889752,0.37920972,1.11402E-05,0.346646604,1.04959E-05,0.652146947,6.44325E-07,0.057837673
602.399,0.344685946,7.30780834,,1.11406E-05,19.27370785,875.549,602.399,7.336459057,0.342666743,19.34409181,0.379260972,1.11399E-05,0.345640921,1.04958E-05,0.653155674,6.44118E-07,0.0578208
602.299,0.343674049,7.322121623,,1.11402E-05,19.30889752,875.449,602.299,7.350820821,0.341663998,19.37929069,0.379313203,1.11396E-05,0.344639773,1.04957E-05,0.654159895,6.43911E-07,0.057803944
602.199,0.342666743,7.336459057,,1.11399E-05,19.34409181,875.349,602.199,7.365207093,0.340665784,19.41449418,0.379366417,1.11392E-05,0.343643131,1.04955E-05,0.655159639,6.43704E-07,0.057787105
602.099,0.341663998,7.350820821,,1.11396E-05,19.37929069,875.249,602.099,7.379618053,0.339672072,19.44970226,0.379420618,1.11389E-05,0.342650964,1.04954E-05,0.656154935,6.43497E-07,0.057770282
601.999,0.340665784,7.365207093,,1.11392E-05,19.41449418,875.149,601.999,7.394053882,0.338682832,19.48491493,0.37947581,1.11386E-05,0.341663244,1.04953E-05,0.657145812,6.43291E-07,0.057753476
601.899,0.339672072,7.379618053,,1.11389E-05,19.44970226,875.049,601.899,7.408514764,0.337698035,19.52013219,0.379531998,1.11382E-05,0.340679942,1.04951E-05,0.658132299,6.43085E-07,0.057736687
601.799,0.338682832,7.394053882,,1.11386E-05,19.48491493,874.949,601.799,7.423000882,0.336717653,19.55535403,0.379589184,1.11379E-05,0.339701029,1.0495E-05,0.659114424,6.42879E-07,0.057719915
601.699,0.337698035,7.408514764,,1.11382E-05,19.52013219,874.849,601.699,7.437512424,0.335741656,19.59058045,0.379647374,1.11376E-05,0.338726476,1.04949E-05,0.660092217,6.42673E-07,0.057703159
601.599,0.336717653,7.423000882,,1.11379E-05,19.55535403,874.749,601.599,7.452049575,0.334770016,19.62581144,0.379706572,1.11372E-05,0.337756256,1.04948E-05,0.661065705,6.42467E-07,0.05768642
601.499,0.335741656,7.437512424,,1.11376E-05,19.59058045,874.649,601.499,7.466612527,0.333802706,19.66104699,0.379766781,1.11369E-05,0.33679034,1.04946E-05,0.662034915,6.42262E-07,0.057669699
601.399,0.334770016,7.452049575,,1.11372E-05,19.62581144,874.549,601.399,7.481201469,0.332839696,19.6962871,0.379828007,1.11366E-05,0.3358287,1.04945E-05,0.662999876,6.42057E-07,0.057652994
601.299,0.333802706,7.466612527,,1.11369E-05,19.66104699,874.449,601.299,7.495816593,0.33188096,19.73153176,0.379890253,1.11362E-05,0.33487131,1.04944E-05,0.663960615,6.41852E-07,0.057636306
601.199,0.332839696,7.481201469,,1.11366E-05,19.6962871,874.349,601.199,7.510458093,0.33092647,19.76678096,0.379953524,1.11359E-05,0.333918141,1.04943E-05,0.664917159,6.41647E-07,0.057619635
601.099,0.33188096,7.495816593,,1.11362E-05,19.73153176,874.249,601.099,7.525126165,0.329976198,19.80203471,0.380017825,1.11356E-05,0.332969167,1.04941E-05,0.665869535,6.41443E-07,0.05760298
600.999,0.33092647,7.510458093,,1.11359E-05,19.76678096,874.149,600.999,7.539821007,0.329030118,19.83729299,0.38008316,1.11353E-05,0.332024361,1.0494E-05,0.66681777,6.41238E-07,0.057586343
600.899,0.329976198,7.525126165,,1.11356E-05,19.80203471,874.049,600.899,7.554542816,0.328088203,19.87255579,0.380149534,1.11349E-05,0.331083696,1.04939E-05,0.66776189,6.41034E-07,0.057569723
600.799,0.329030118,7.539821007,,1.11353E-05,19.83729299,873.949,600.799,7.569291793,0.327150426,19.90782311,0.38021695,1.11346E-05,0.330147146,1.04938E-05,0.668701921,6.4083E-07,0.057553121
600.699,0.328088203,7.554542816,,1.11349E-05,19.87255579,873.849,600.699,7.58406814,0.326216761,19.94309494,0.380285415,1.11343E-05,0.329214684,1.04936E-05,0.669637891,6.40627E-07,0.057536535
600.599,0.327150426,7.569291793,,1.11346E-05,19.90782311,873.749,600.599,7.598872062,0.325287181,19.97837126,0.380354933,1.11339E-05,0.328286285,1.04935E-05,0.670569824,6.40423E-07,0.057519966
600.499,0.326216761,7.58406814,,1.11343E-05,19.94309494,873.649,600.499,7.613703765,0.324361661,20.01365208,0.380425508,1.11336E-05,0.327361922,1.04934E-05,0.671497746,6.4022E-07,0.057503415
600.399,0.325287181,7.598872062,,1.11339E-05,19.97837126,873.549,600.399,7.628563454,0.323440176,20.04893738,0.380497146,1.11333E-05,0.326441571,1.04933E-05,0.672421683,6.40017E-07,0.057486881
600.299,0.324361661,7.613703765,,1.11336E-05,20.01365208,873.449,600.299,7.643451341,0.322522698,20.08422716,0.380569851,1.11329E-05,0.325525206,1.04931E-05,0.67334166,6.39814E-07,0.057470364
600.199,0.323440176,7.628563454,,1.11333E-05,20.04893738,873.349,600.199,7.658367635,0.321609204,20.1195214,0.380643629,1.11326E-05,0.324612801,1.0493E-05,0.674257702,6.39612E-07,0.057453865
600.099,0.322522698,7.643451341,,1.11329E-05,20.08422716,873.249,600.099,7.67331255,0.320699667,20.15482009,0.380718484,1.11323E-05,0.323704331,1.04929E-05,0.675169834,6.39409E-07,0.057437383
599.999,0.321609204,7.658367635,,1.11326E-05,20.1195214,873.149,599.999,7.6882863,0.319794064,20.19012323,0.380794422,1.1132E-05,0.322799773,1.04927E-05,0.676078081,6.39207E-07,0.057420918
599.899,0.320699667,7.67331255,,1.11323E-05,20.15482009,873.049,599.899,7.703289103,0.318892369,20.2254308,0.380871447,1.11316E-05,0.321899101,1.04926E-05,0.676982467,6.39005E-07,0.057404471
599.799,0.319794064,7.6882863,,1.1132E-05,20.19012323,872.949,599.799,7.718321177,0.317994558,20.2607428,0.380949566,1.11313E-05,0.321002291,1.04925E-05,0.677883015,6.38804E-07,0.057388041
599.699,0.318892369,7.703289103,,1.11316E-05,20.2254308,872.849,599.699,7.733382742,0.317100606,20.29605921,0.381028783,1.1131E-05,0.320109319,1.04924E-05,0.678779752,6.38602E-07,0.057371629
599.599,0.317994558,7.718321177,,1.11313E-05,20.2607428,872.749,599.599,7.74847402,0.31621049,20.33138002,0.381109104,1.11306E-05,0.319220161,1.04922E-05,0.679672699,6.38401E-07,0.057355235
599.499,0.317100606,7.733382742,,1.1131E-05,20.29605921,872.649,599.499,7.763595237,0.315324185,20.36670522,0.381190534,1.11303E-05,0.318334792,1.04921E-05,0.680561881,6.382E-07,0.057338858
599.399,0.31621049,7.74847402,,1.11306E-05,20.33138002,872.549,599.399,7.778746619,0.314441668,20.40203479,0.381273079,1.113E-05,0.31745319,1.0492E-05,0.681447322,6.37999E-07,0.057322498
599.299,0.315324185,7.763595237,,1.11303E-05,20.36670522,872.449,599.299,7.793928394,0.313562915,20.43736874,0.381356744,1.11297E-05,0.316575331,1.04919E-05,0.682329045,6.37798E-07,0.057306157
599.199,0.314441668,7.778746619,,1.113E-05,20.40203479,872.349,599.199,7.809140793,0.312687902,20.47270703,0.381441535,1.11293E-05,0.315701192,1.04917E-05,0.683207072,6.37598E-07,0.057289833
599.099,0.313562915,7.793928394,,1.11297E-05,20.43736874,872.249,599.099,7.824384048,0.311816607,20.50804967,0.381527457,1.1129E-05,0.314830749,1.04916E-05,0.684081427,6.37398E-07,0.057273527
598.999,0.312687902,7.809140793,,1.11293E-05,20.47270703,872.149,598.999,7.839658395,0.310949006,20.54339663,0.381614518,1.11287E-05,0.31396398,1.04915E-05,0.684952133,6.37198E-07,0.057257238
598.899,0.311816607,7.824384048,,1.1129E-05,20.50804967,872.049,598.899,7.854964069,0.310085077,20.57874791,0.381702721,1.11284E-05,0.313100862,1.04914E-05,0.685819212,6.36998E-07,0.057240968
598.799,0.310949006,7.839658395,,1.11287E-05,20.54339663,871.949,598.799,7.870301312,0.309224798,20.61410349,0.381792073,1.1128E-05,0.312241373,1.04912E-05,0.686682687,6.36798E-07,0.057224715
598.699,0.310085077,7.854964069,,1.11284E-05,20.57874791,871.849,598.699,7.885670362,0.308368144,20.64946336,0.381882581,1.11277E-05,0.31138549,1.04911E-05,0.687542579,6.36599E-07,0.05720848
598.599,0.309224798,7.870301312,,1.1128E-05,20.61410349,871.749,598.599,7.901071465,0.307515095,20.6848275,0.38197425,1.11274E-05,0.310533192,1.0491E-05,0.688398912,6.364E-07,0.057192264
598.499,0.308368144,7.885670362,,1.11277E-05,20.64946336,871.649,598.499,7.916504865,0.306665628,20.72019589,0.382067086,1.1127E-05,0.309684455,1.04908E-05,0.689251706,6.36201E-07,0.057176065
598.399,0.307515095,7.901071465,,1.11274E-05,20.6848275,871.549,598.399,7.931970812,0.305819721,20.75556853,0.382161096,1.11267E-05,0.308839258,1.04907E-05,0.690100984,6.36002E-07,0.057159885
598.299,0.306665628,7.916504865,,1.1127E-05,20.72019589,871.449,598.299,7.947469554,0.304977352,20.79094539,0.382256285,1.11264E-05,0.307997581,1.04906E-05,0.690946767,6.35804E-07,0.057143722
598.199,0.305819721,7.931970812,,1.11267E-05,20.75556853,871.349,598.199,7.963001346,0.3041385,20.82632647,0.382352661,1.11261E-05,0.3071594,1.04905E-05,0.691789077,6.35606E-07,0.057127578
598.099,0.304977352,7.947469554,,1.11264E-05,20.79094539,871.249,598.099,7.978566442,0.303303143,20.86171174,0.382450229,1.11257E-05,0.306324695,1.04903E-05,0.692627934,6.35408E-07,0.057111452
597.999,0.3041385,7.963001346,,1.11261E-05,20.82632647,871.149,597.999,7.994165099,0.30247126,20.8971012,0.382548997,1.11254E-05,0.305493445,1.04902E-05,0.69346336,6.3521E-07,0.057095344
597.899,0.303303143,7.978566442,,1.11257E-05,20.86171174,871.049,597.899,8.009797578,0.30164283,20.93249481,0.38264897,1.11251E-05,0.304665628,1.04901E-05,0.694295376,6.35012E-07,0.057079254
597.799,0.30247126,7.994165099,,1.11254E-05,20.8971012,870.949,597.799,8.02546414,0.300817831,20.96789258,0.382750155,1.11248E-05,0.303841224,1.049E-05,0.695124003,6.34815E-07,0.057063183
597.699,0.30164283,8.009797578,,1.11251E-05,20.93249481,870.849,597.699,8.041165052,0.299996244,21.00329447,0.38285256,1.11245E-05,0.303020213,1.04898E-05,0.695949261,6.34618E-07,0.05704713
597.599,0.300817831,8.02546414,,1.11248E-05,20.96789258,870.749,597.599,8.056900579,0.299178047,21.03870047,0.38295619,1.11241E-05,0.302202573,1.04897E-05,0.69677117,6.34421E-07,0.057031096
597.499,0.299996244,8.041165052,,1.11245E-05,21.00329447,870.649,597.499,8.072670994,0.29836322,21.07411057,0.383061053,1.11238E-05,0.301388284,1.04896E-05,0.697589751,6.34224E-07,0.05701508
597.399,0.299178047,8.056900579,,1.11241E-05,21.03870047,870.549,597.399,8.088476566,0.297551743,21.10952474,0.383167156,1.11235E-05,0.300577326,1.04895E-05,0.698405024,6.34028E-07,0.056999083
597.299,0.29836322,8.072670994,,1.11238E-05,21.07411057,870.449,597.299,8.104317574,0.296743595,21.14494297,0.383274506,1.11232E-05,0.299769679,1.04893E-05,0.699217009,6.33832E-07,0.056983104
597.199,0.297551743,8.088476566,,1.11235E-05,21.10952474,870.349,597.199,8.120194293,0.295938756,21.18036524,0.38338311,1.11228E-05,0.298965323,1.04892E-05,0.700025726,6.33636E-07,0.056967144
597.099,0.296743595,8.104317574,,1.11232E-05,21.14494297,870.249,597.099,8.136107005,0.295137207,21.21579153,0.383492975,1.11225E-05,0.298164238,1.04891E-05,0.700831195,6.3344E-07,0.056951202
596.999,0.295938756,8.120194293,,1.11228E-05,21.18036524,870.149,596.999,8.152055993,0.294338927,21.25122182,0.383604108,1.11222E-05,0.297366405,1.04889E-05,0.701633434,6.33245E-07,0.05693528
596.899,0.295137207,8.136107005,,1.11225E-05,21.21579153,870.049,596.899,8.168041544,0.293543898,21.28665609,0.383716517,1.11219E-05,0.296571804,1.04888E-05,0.702432464,6.33049E-07,0.056919376
596.799,0.294338927,8.152055993,,1.11222E-05,21.25122182,869.949,596.799,8.184063946,0.292752099,21.32209432,0.38383021,1.11215E-05,0.295780417,1.04887E-05,0.703228303,6.32854E-07,0.056903491
596.699,0.293543898,8.168041544,,1.11219E-05,21.28665609,869.849,596.699,8.200123491,0.291963512,21.3575365,0.383945194,1.11212E-05,0.294992222,1.04886E-05,0.704020972,6.3266E-07,0.056887625
596.599,0.292752099,8.184063946,,1.11215E-05,21.32209432,869.749,596.599,8.216220474,0.291178116,21.39298259,0.384061476,1.11209E-05,0.294207203,1.04884E-05,0.704810488,6.32465E-07,0.056871777
596.499,0.291963512,8.200123491,,1.11212E-05,21.3575365,869.649,596.499,8.232355193,0.290395894,21.42843258,0.384179065,1.11206E-05,0.293425339,1.04883E-05,0.70559687,6.32271E-07,0.056855949
596.399,0.291178116,8.216220474,,1.11209E-05,21.39298259,869.549,596.399,8.248527949,0.289616827,21.46388645,0.384297968,1.11203E-05,0.292646612,1.04882E-05,0.706380138,6.32077E-07,0.05684014
596.299,0.290395894,8.232355193,,1.11206E-05,21.42843258,869.449,596.299,8.264739045,0.288840895,21.49934417,0.384418193,1.11199E-05,0.291871003,1.0488E-05,0.70716031,6.31883E-07,0.05682435
596.199,0.289616827,8.248527949,,1.11203E-05,21.46388645,869.349,596.199,8.280988787,0.28806808,21.53480573,0.384539749,1.11196E-05,0.291098495,1.04879E-05,0.707937404,6.31689E-07,0.056808579
596.099,0.288840895,8.264739045,,1.11199E-05,21.49934417,869.249,596.099,8.297277487,0.287298363,21.5702711,0.384662643,1.11193E-05,0.290329068,1.04878E-05,0.708711438,6.31496E-07,0.056792827
595.999,0.28806808,8.280988787,,1.11196E-05,21.53480573,869.149,595.999,8.313605456,0.286531727,21.60574026,0.384786883,1.1119E-05,0.289562704,1.04877E-05,0.709482431,6.31303E-07,0.056777095
595.899,0.287298363,8.297277487,,1.11193E-05,21.5702711,869.049,595.899,8.329973012,0.285768153,21.64121319,0.384912479,1.11186E-05,0.288799385,1.04875E-05,0.710250401,6.3111E-07,0.056761382
595.799,0.286531727,8.313605456,,1.1119E-05,21.60574026,868.949,595.799,8.346380473,0.285007623,21.67668986,0.385039438,1.11183E-05,0.288039094,1.04874E-05,0.711015366,6.30917E-07,0.056745688
595.699,0.285768153,8.329973012,,1.11186E-05,21.64121319,868.849,595.699,8.362828163,0.284250119,21.71217025,0.385167768,1.1118E-05,0.287281812,1.04873E-05,0.711777342,6.30725E-07,0.056730014
595.599,0.285007623,8.346380473,,1.11183E-05,21.67668986,868.749,595.599,8.379316407,0.283495623,21.74765434,0.38529748,1.11177E-05,0.286527522,1.04872E-05,0.712536349,6.30532E-07,0.056714359
595.499,0.284250119,8.362828163,,1.1118E-05,21.71217025,868.649,595.499,8.395845535,0.282744117,21.7831421,0.38542858,1.11174E-05,0.285776206,1.0487E-05,0.713292403,6.3034E-07,0.056698724
595.399,0.283495623,8.379316407,,1.11177E-05,21.74765434,868.549,595.399,8.41241588,0.281995585,21.81863351,0.385561079,1.1117E-05,0.285027847,1.04869E-05,0.714045522,6.30149E-07,0.056683108
595.299,0.282744117,8.395845535,,1.11174E-05,21.7831421,868.449,595.299,8.429027778,0.281250008,21.85412854,0.385694985,1.11167E-05,0.284282427,1.04868E-05,0.714795723,6.29957E-07,0.056667512
595.199,0.281995585,8.41241588,,1.1117E-05,21.81863351,868.349,595.199,8.44568157,0.28050737,21.88962718,0.385830307,1.11164E-05,0.28353993,1.04866E-05,0.715543023,6.29766E-07,0.056651936
595.099,0.281250008,8.429027778,,1.11167E-05,21.85412854,868.249,595.099,8.462377598,0.279767653,21.92512938,0.385967054,1.11161E-05,0.282800337,1.04865E-05,0.71628744,6.29575E-07,0.05663638
594.999,0.28050737,8.44568157,,1.11164E-05,21.88962718,868.149,594.999,8.479116209,0.279030839,21.96063514,0.386105236,1.11158E-05,0.282063633,1.04864E-05,0.71702899,6.29384E-07,0.056620843
594.899,0.279767653,8.462377598,,1.11161E-05,21.92512938,868.049,594.899,8.495897756,0.278296913,21.99614442,0.386244862,1.11154E-05,0.2813298,1.04863E-05,0.717767689,6.29194E-07,0.056605326
594.799,0.279030839,8.479116209,,1.11158E-05,21.96063514,867.949,594.799,8.512722591,0.277565857,22.03165719,0.386385941,1.11151E-05,0.280598822,1.04861E-05,0.718503556,6.29003E-07,0.05658983
594.699,0.278296913,8.495897756,,1.11154E-05,21.99614442,867.849,594.699,8.529591074,0.276837655,22.06717344,0.386528483,1.11148E-05,0.279870682,1.0486E-05,0.719236605,6.28813E-07,0.056574353
594.599,0.277565857,8.512722591,,1.11151E-05,22.03165719,867.749,594.599,8.546503566,0.27611229,22.10269313,0.386672498,1.11145E-05,0.279145363,1.04859E-05,0.719966854,6.28623E-07,0.056558897
594.499,0.276837655,8.529591074,,1.11148E-05,22.06717344,867.649,594.499,8.563460433,0.275389745,22.13821623,0.386817996,1.11142E-05,0.278422849,1.04857E-05,0.720694319,6.28434E-07,0.05654346
594.399,0.27611229,8.546503566,,1.11145E-05,22.10269313,867.549,594.399,8.580462047,0.274670005,22.17374273,0.386964986,1.11139E-05,0.277703125,1.04856E-05,0.721419017,6.28245E-07,0.056528044
594.299,0.275389745,8.563460433,,1.11142E-05,22.13821623,867.449,594.299,8.597508779,0.273953053,22.20927259,0.387113479,1.11135E-05,0.276986173,1.04855E-05,0.722140962,6.28056E-07,0.056512648
594.199,0.274670005,8.580462047,,1.11139E-05,22.17374273,867.349,594.199,8.614601009,0.273238872,22.24480578,0.387263485,1.11132E-05,0.276271978,1.04854E-05,0.722860171,6.27867E-07,0.056497273
594.099,0.273953053,8.597508779,,1.11135E-05,22.20927259,867.249,594.099,8.631739119,0.272527448,22.28034228,0.387415014,1.11129E-05,0.275560524,1.04852E-05,0.723576661,6.27678E-07,0.056481918
593.999,0.273238872,8.614601009,,1.11132E-05,22.24480578,867.149,593.999,8.648923495,0.271818763,22.31588206,0.387568077,1.11126E-05,0.274851794,1.04851E-05,0.724290447,6.2749E-07,0.056466583
593.899,0.272527448,8.631739119,,1.11129E-05,22.28034228,867.049,593.899,8.666154528,0.271112802,22.35142509,0.387722684,1.11123E-05,0.274145774,1.0485E-05,0.725001544,6.27302E-07,0.056451269
593.799,0.271818763,8.648923495,,1.11126E-05,22.31588206,866.949,593.799,8.683432612,0.27040955,22.38697134,0.387878846,1.1112E-05,0.273442448,1.04848E-05,0.725709968,6.27114E-07,0.056435976
593.699,0.271112802,8.666154528,,1.11123E-05,22.35142509,866.849,593.699,8.700758148,0.269708991,22.42252078,0.388036574,1.11116E-05,0.2727418,1.04847E-05,0.726415734,6.26926E-07,0.056420703
593.599,0.27040955,8.683432612,,1.1112E-05,22.38697134,866.749,593.599,8.718131538,0.269011109,22.45807339,0.388195879,1.11113E-05,0.272043815,1.04846E-05,0.727118859,6.26739E-07,0.056405451
593.499,0.269708991,8.700758148,,1.11116E-05,22.42252078,866.649,593.499,8.735553192,0.268315889,22.49362913,0.388356772,1.1111E-05,0.271348477,1.04845E-05,0.727819356,6.26552E-07,0.05639022
593.399,0.269011109,8.718131538,,1.11113E-05,22.45807339,866.549,593.399,8.753023521,0.267623315,22.52918798,0.388519264,1.11107E-05,0.270655771,1.04843E-05,0.728517242,6.26365E-07,0.05637501
593.299,0.268315889,8.735553192,,1.1111E-05,22.49362913,866.449,593.299,8.770542945,0.266933374,22.5647499,0.388683366,1.11104E-05,0.269965683,1.04842E-05,0.729212531,6.26179E-07,0.05635982
593.199,0.267623315,8.753023521,,1.11107E-05,22.52918798,866.349,593.199,8.788111884,0.266246048,22.60031487,0.388849091,1.11101E-05,0.269278197,1.04841E-05,0.729905239,6.25992E-07,0.056344652
593.099,0.266933374,8.770542945,,1.11104E-05,22.5647499,866.249,593.099,8.805730765,0.265561324,22.63588285,0.389016449,1.11097E-05,0.268593298,1.04839E-05,0.73059538,6.25806E-07,0.056329505
592.999,0.266246048,8.788111884,,1.11101E-05,22.60031487,866.149,592.999,8.823400022,0.264879187,22.67145381,0.389185453,1.11094E-05,0.267910972,1.04838E-05,0.731282968,6.25621E-07,0.056314379
592.899,0.265561324,8.805730765,,1.11097E-05,22.63588285,866.049,592.899,8.841120091,0.264199622,22.70702773,0.389356115,1.11091E-05,0.267231203,1.04837E-05,0.731968019,6.25435E-07,0.056299275
592.799,0.264879187,8.823400022,,1.11094E-05,22.67145381,865.949,592.799,8.858891413,0.263522614,22.74260457,0.389528446,1.11088E-05,0.266553978,1.04835E-05,0.732650547,6.2525E-07,0.056284191
592.699,0.264199622,8.841120091,,1.11091E-05,22.70702773,865.849,592.699,8.876714435,0.262848148,22.7781843,0.389702459,1.11085E-05,0.265879282,1.04834E-05,0.733330567,6.25065E-07,0.05626913
592.599,0.263522614,8.858891413,,1.11088E-05,22.74260457,865.749,592.599,8.894589611,0.26217621,22.8137669,0.389878167,1.11082E-05,0.2652071,1.04833E-05,0.734008093,6.2488E-07,0.056254089
592.499,0.262848148,8.876714435,,1.11085E-05,22.7781843,865.649,592.499,8.912517396,0.261506787,22.84935232,0.390055581,1.11079E-05,0.264537417,1.04832E-05,0.734683139,6.24695E-07,0.05623907
592.399,0.26217621,8.894589611,,1.11082E-05,22.8137669,865.549,592.399,8.930498254,0.260839862,22.88494053,0.390234715,1.11075E-05,0.263870221,1.0483E-05,0.73535572,6.24511E-07,0.056224073
592.299,0.261506787,8.912517396,,1.11079E-05,22.84935232,865.449,592.299,8.948532654,0.260175423,22.92053152,0.390415582,1.11072E-05,0.263205496,1.04829E-05,0.736025849,6.24327E-07,0.056209098
592.199,0.260839862,8.930498254,,1.11075E-05,22.88494053,865.349,592.199,8.966621068,0.259513454,22.95612523,0.390598194,1.11069E-05,0.262543229,1.04828E-05,0.73669354,6.24143E-07,0.056194144
592.099,0.260175423,8.948532654,,1.11072E-05,22.92053152,865.249,592.099,8.984763976,0.258853943,22.99172165,0.390782566,1.11066E-05,0.261883405,1.04826E-05,0.737358809,6.2396E-07,0.056179212
591.999,0.259513454,8.966621068,,1.11069E-05,22.95612523,865.149,591.999,9.002961863,0.258196874,23.02732073,0.390968709,1.11063E-05,0.261226011,1.04825E-05,0.738021667,6.23777E-07,0.056164302
591.899,0.258853943,8.984763976,,1.11066E-05,22.99172165,865.049,591.899,9.021215219,0.257542235,23.06292246,0.391156638,1.1106E-05,0.260571033,1.04824E-05,0.73868213,6.23594E-07,0.056149415
591.799,0.258196874,9.002961863,,1.11063E-05,23.02732073,864.949,591.799,9.039524542,0.256890011,23.09852678,0.391346367,1.11057E-05,0.259918458,1.04823E-05,0.739340211,6.23411E-07,0.056134549
591.699,0.257542235,9.021215219,,1.1106E-05,23.06292246,864.849,591.699,9.057890334,0.256240189,23.13413368,0.391537909,1.11053E-05,0.259268271,1.04821E-05,0.739995923,6.23229E-07,0.056119705
591.599,0.256890011,9.039524542,,1.11057E-05,23.09852678,864.749,591.599,9.076313104,0.255592755,23.16974312,0.391731279,1.1105E-05,0.258620458,1.0482E-05,0.74064928,6.23047E-07,0.056104884
591.499,0.256240189,9.057890334,,1.11053E-05,23.13413368,864.649,591.499,9.094793365,0.254947695,23.20535506,0.39192649,1.11047E-05,0.257975008,1.04819E-05,0.741300295,6.22865E-07,0.056090085
591.399,0.255592755,9.076313104,,1.1105E-05,23.16974312,864.549,591.399,9.11333164,0.254304996,23.24096947,0.392123558,1.11044E-05,0.257331906,1.04817E-05,0.741948982,6.22683E-07,0.056075309
591.299,0.254947695,9.094793365,,1.11047E-05,23.20535506,864.449,591.299,9.131928456,0.253664645,23.27658632,0.392322496,1.11041E-05,0.256691138,1.04816E-05,0.742595355,6.22502E-07,0.056060555
591.199,0.254304996,9.11333164,,1.11044E-05,23.24096947,864.349,591.199,9.150584346,0.253026629,23.31220558,0.392523321,1.11038E-05,0.256052693,1.04815E-05,0.743239425,6.22321E-07,0.056045824
